date,review,rating,isEdited,title,userName,developerResponse,,,,,,,,,,,1,too many ads!!,NeganHere,9/23/2023 4:58,"{'id': 39105551, 'body': 'Hi,\nThank you for your review.\nWe are sorry to hear that you are unable to use the App at this time. Please, reach out to our support team with the details of the issue at support.galleryvaultios@zipoapps.com  for further assistance.\nThank you!', 'modified': '2023-09-24T19:37:28Z'}",I tried opening the app and it goes to a blank page. It‚??s not opening. Can you assist,3,App not working,Nicksnamesssss,6/14/2021 23:03,So far so good one of the best,AdunNas,Rating,developerResponce
26-Jan-24,Great app! Needs a paid version without ads!,5,,,Mark Rush,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-24,"This is the best Gallery App I've ever used! I REALLY LOVE IT, and THANK YOU
                            SO MUCH !",5,,,John Bennett,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jul-20,"Very good and simple. My phone didn't come with a preinstalled Gallery
                            Application so I was looking for something that will do pretty much the same what the
                            default app will do without those annoying ads. This is perfectly what I was looking for.
                            I'm dropping a 5 star rating for this!!!",5,,,Ê?æÂ??,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-23,"Update on my issue with video player. I can just double tap on it while
                            playing to move out of forced full scaling but I noticed some of my videos are unable play
                            after a while which is weird cause they play fine in other players.",3,,,Fackson Mutetesha,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-23,"Needs 'Hide folder' option. I have folders of videos and books that I don't
                            need displayed in the gallery. Each of my music albums (100's of them!) are displayed and I
                            don't want to see them when flicking through the Gallery",4,,,Gareth Owen,,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-23,"Awesome 3/7/23 UPDATE Was awesome, until all these ads starting popping up,
                            not only before you use the app but while you are using. God forbid you turn your phone to
                            landscape, you will see more ad than pics in gallery..Uninstalling... To be a bit fair, I
                            never went through this with any Samsung phone, or iPhone which have their gallery built in,
                            this is on a Google Pixel 7 Pro which has no separate gallery, not to mention a worthwhile
                            editor.",5,,,Marty Chambers,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-23,"Contrary to description, this app does not actually edit videos. TO DEV
                            REPLY: that's great you're going to add video editing in future - until then why don't you
                            remove ""video editing"" from the app description on the Play store instead of wasting
                            everybody's time.",1,,,Cameron Straker,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-21,"This is the best App Ever ????•∞ I mistakenly uninstalled it and I have been
                            unhappy since then because most of my hidden photos, videos and documents are there but I
                            just installed it again and it RESTORED all of them . BEST Gallery. 100% perfect",5,,,jennifer noah,,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-22,"I just wanted an app which can keep my photos, I can attach a name to a
                            photo and then I can search for a photo by its name and all that - OFFLINE. Sounds simple?
                            Well, I spent hours searching for such app and this one is closest to it. Google Photos app
                            is much more sofisticated but searching for a photo is possible only online...",5,,,Du≈°an,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-23,"Sometimes photos get automatically deleted in the private folders. Please
                            fix it. Other things are fine in this app. Update: I have noticed that only the downloaded
                            photos or gif get deleted",1,,,Kamal Ray,,,,,,,,,,,,,,,,,,,,,,,,,
23-May-22,"Any time I want to rename a file, I can't just long-press the thumbnail to
                            get that option, I have to open the file to do it. Didn't know there were ads until one
                            popped up. Having to close ads everytime you want to see your own pictures is irritating.
                        ",3,,,Anonymous Person,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-22,"I just opened up the app, granted permission and already had several ads
                            block my screen. I don't want to use a file managing program with invasive ads. Thanks, but
                            no thanks.",2,,,Steamkitten000,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-24,"Im only doing a 3 stars cause im having a big issue Its the navigation bar,
                            i keep hitting the delet button or the ads i see, like make the navigation bar colored or
                            perminent. Cause keep almost deleting most of my pictures, so please add a feature of either
                            colored or perminent navigation bar",3,,,ENDER ELSA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-21,"I love this it's super easy to use and is extraordinary super organized and
                            played out in awesome detail and picture quality is most excellent ?????ç I just love the way
                            you can hide your x rated and explicit pictures and naughty videos with extra security so
                            that only the soul owner of these prized moments can only be accessed by a password pin code
                            or a connect the dots pattern to open up these pics and private videos of the individuals
                            archive of naughty personal pics and videos vault hidden",5,,,Joseph Dalton,,,,,,,,,,,,,,,,,,,,,,,,,
5-Mar-24,"I love this app, I remember the last time my phone was wiped and search for
                            the app and download it again after putting my mail, I later recovered everything I lost.
                        ",5,,,Ismaila Sulaimon,,,,,,,,,,,,,,,,,,,,,,,,,
2-Apr-24,"This gallary is awesome with all the basic requirements and most important
                            private folder. But one more thing i think this should need that is super amoled theme &
                            background image",5,,,Kshitij Charpe,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-24,"I just installed it and it will not open unless I give permission to my
                            files??? Why? Why you are asking for our files which may include our most private info.? So
                            I delete it.",1,,,Space Divine Peace,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-23,"For half a year the app was perfect, but a week ago something happened and
                            now there are disgusting ads everywhere. And not only they are annoying appearing
                            everywhere, but also most of the ads are about sensitive content like politics.",1,,,Vadim Shabashov,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-23,"18Mar23-Does not show the name(s) of the picture(s) when you're in a folder.
                            Every time I try to do something there's a flubbing ad. To use the app I have to turn off
                            data.?§∑?èΩ‚?ç‚??Ô∏è",2,,,DoNot Need,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-23,"At first it is so good ....and know it has problem with videos we just can't
                            skip a video to next.....it just skip the same video 2 or 4 seconds ... The old version was
                            good ...after update ot is not that exciting and easy to use",3,,,Erana Emra,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-24,nice and am enjoying the privacy,5,,,Ace Nciwa,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-23,"The pictures in the private file folders disappeared. The subfolders are
                            there with 0 pictures in them. It had the potential to be a decent, basic, gallery app.
                        ",1,,,Sophie V,,,,,,,,,,,,,,,,,,,,,,,,,
6-Sep-21,"The app is simple , friendly & best. But my suggestion is if the
                            developers could add an option to put privite icon hidden some where in setting of the app
                            so that even opening the app infront of friends & family wouldn't be able to see the
                            private option there.",5,,,Welcome & Smile,,,,,,,,,,,,,,,,,,,,,,,,,
1-Aug-22,"Unknown cost to remove ads. I want to remove ads, I don't mind paying some
                            amount, but when I click the remove ads, I'm given a button to confirm that some money will
                            be taken immediately, and without any option for refund. No idea how much. No thanks.",1,,,Neil Holton,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jan-22,"Had Gallery app before but couldn't delete any photos! Went for this one and
                            it does what I want. Saves photos/screenshots etc, easy to upload to my Drive and can easily
                            delete when I want to.",5,,,Margaret,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-21,"This app makes my photos feel private, safe and then some. I'm glad I picked
                            this one to try. If I was you, I would pick it as well! You won't be sorry!! Very efficient
                            with several options! Nice looking Design for the App, too!!",5,,,Misty ‚??Autumn‚?ù Hook,,,,,,,,,,,,,,,,,,,,,,,,,
6-Apr-23,"This is a really good app. I downloaded this because the photo app on my
                            phone only allowed me a certain amount of characters when renaming photos. This one
                            fortunately allows me alot more. Keeps photos organized well also.",3,,,Christopher Sims,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-23,"Great in every way. Edit: ads have become very intrusive rendering the app
                            useless. When I press ""remove ads"" I have to agree to ""an immediate contract"" not knowing
                            what that contract is about I choose to delete the app...",2,,,peter madsen,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-21,"Excellent app for hidings photos and videos. Files are not lost in case of
                            accidental uninstallation and I could recover 100% files after reinstallation of the app.
                            Thanks a lot for providing such an excellent app in play store.",5,,,Sujit Saha,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-23,"Do not get this app! Useless! It was a great app till I got a new phone.
                            None of my pictures of my old phone transferred so it's useless or rather it's great til you
                            get a new phone and can't get your pictures on your new phone. And considering people get
                            new phone every 2-3 years, you get the idea!",1,,,Catherine Cosse,,,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-21,"App UI is exceptional. But kindly enable google photos like gesture
                            navigation. Pro version cost is way too much for a gallery app I think. Kindly put the app
                            between 100 to 150 inr other wise people will not buy but find other methods to install
                            illegally.",5,,,kiran rathod,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-21,"Using it was effortless unlike a lot of apps. It did what it was supposed to
                            do and who could ask for more for real I would recommend it to anybody except people who
                            expect way too much for nothing and don't have the mental agility to deal with things like
                            this but for the rest of this it's all go get it before they figure out a way to charge for
                            it.",5,,,Jim boyer,,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-23,"It was good until I was asked to turn on storage on the app settings only to
                            find that the storage icon is not there,,am stranded because if I unstall I will lose all my
                            photos in there. I can't even open the app. So sad",2,,,Eunice Wanyama,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-21,"Easy to use features. The lock ??êfolder is handy. It hides photos and
                            prevents them from displaying in other gallery apps. The photo editing features are good
                            except the crop feature often gets stuck.",4,,,F ‚??Fred‚?ù N,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-22,"This is THE app I've been looking for. It lets me move pictures to whatever
                            album I want to. This app was preinstalled in my old Samsung phone but didn't come
                            preinstalled on my new Motorola,ending one more problem and making me very happy indeed.
                        ",5,,,Carol Seed,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-23,"A good app! I like this app and I think I will be buying the pro version
                            soon! Before I was saying that it is a good app ,now I see that the camera didn't
                            synchronizes with the gallery. I have contact the developer and is waiting for a
                            reply...then I will give a net review and possibly buy...",2,,,Flore Jeanmarie,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jun-21,"This application is very expensive‚?•Ô∏è and used it since from 3 years ??????but
                            now there is a problem please improve it fast .It is saying that there is no media files
                            have been found with the selected fliters I want it's solution please help me ?????è??è????????èas
                            early as possible . It is not working properly . Even though I have checked my settings also
                            but still it is giving problem I have also updated it please send me email to find solutions
                            for my problem.??´ I have lost my important file ,photos",1,,,Ramprasad Mavaskar,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-22,"it allows you to lock photos but not to hide them necessarily. the hide and
                            unhide feature has been removed and any past hidden photos may not be accessible through the
                            phone app. maybe by computer but maybe not as well.",1,,,Isaias D,,,,,,,,,,,,,,,,,,,,,,,,,
3-Apr-22,"This app is really appreciatable because all files like camera photos, other
                            media files and videos means files of photos and videos, camera file and other media files
                            are divided means seperated apart so we can use easily this app. Well this app is too good
                            for me.",5,,,Suneel Suneel,,,,,,,,,,,,,,,,,,,,,,,,,
23-Oct-23,"It was really good at first, but then a few days back I realized all my
                            photos in the private folder were gone ?????≠, all gone I didn't delete anything, but the
                            folders are there with no images at all, this is really heartbreaking ??????",1,,,Patricia Nampeera,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-22,"Why there is a private icon displaying when gallery is open? Main purpose of
                            hiding pictures is that others should be unaware of any hidden images or videos but as there
                            is a private icon showing, it kills the main purpose of having it in first place. Please
                            remove the private icon or gives options to hide pictures from the gallery menu button.
                        ",3,,,Satish Singh,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jul-22,"It is one of the best application i have ever used for keeping image
                            secretly and for zooming . We can keep our image secretly by using passcode and this
                            application also arrange all the data in fantastic way. So I am recommodate all to use this
                            mindblowing application for your any purpose that you want thanks.",4,,,Mr Ranjan,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jul-23,"I had this POS APP on my phone for 10 seconds & hit me with ads before I
                            could even open a photo I took! I find it absolutely absurd that phones do not come stock
                            with a gallery! I can assure you this is not a good fit & needs reviewed by real users;}
                        ",1,,,M N (Protech109),,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-21,"It was working very good, I don't knw what happened suddenly all my videos
                            and pictures disappeared from private files. and I have mailed four times, still waiting for
                            the reply and solution. pls help",1,,,DrSadiq Mujawar,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-23,"Multiselecting is getting better but still when multi selecting it should
                            select on click and preview on hold! I can select the image by clicking on the circle icon
                            but clicking on that tiny icon is tough and time consuming. If you guys have a UX designer
                            let him/her know this please.",4,,,Md. Rafsan Jani Rafin,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-22,"Absolutely horrible app. Name says to HIDE pictures, but it doesn't. It
                            moved the main file to the app but leaves the shortcuts on ur gallery. U cant import them
                            back to ur phone and when u delete them from the app, the icon remains but if u click to
                            enlarge u get a giant ! In gray. Useless app.",1,,,Jennifer Perez (Lulu),,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-21,"Such an amazing app. I was not intrested in this app before i just put my
                            videos in lock and after that i deleted this app my all videos were also deleted from my
                            gallery .i cried alot then i think i should install this app again maybe my videos are save
                            in this and i was right my all videos were save. And now i m very happy .i m never gonna
                            delete this again ??????",5,,,bhat taeba,,,,,,,,,,,,,,,,,,,,,,,,,
6-Sep-22,"The UI is attractive, the presentation of pictures is neat and easy to
                            search, and the Pro version is a wise, low-cost investment. 10/10.",5,,,"Appleseed Humanity, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-22,"Extreamly sorry to said that, though I have get much better experience form
                            this app but recently I have lost all off my photos that was locked on the private
                            folder.Today when go to view the private folders photo,I am just getting surprised that
                            there was no photo on private folder.Do something for me to get back my photos. Please
                            recover it as soon as possible ..Except it,this app is very usefull.",5,,,Sameeksha. S,,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-20,"Nearly perfect manager the only problem is it doesnt have a (View As)
                            option. I'd like to be able to see my file names when i open the app. Hopefully you guys can
                            put something like that in there ??Å",4,,,Í?ØÍç©Í??Í?¶ BÍ?∞lÍ?∞aÍ?∞iÍ?∞rÍ?∞eÍ?∞,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-21,"With a little bit of fun, some added work with adjusting bits and pieces of
                            my camera shots along with moving my huge folders of photos into 2 bif files, I managed to
                            adjust everything up and create A LOT of COOL STUFF!",5,,,Michele Stubler,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-23,"Very limited editing features, even the basics like sharpening an image
                            aren't present. Bombardment of ads non stop, unusable. Don't waste your time with this one
                        ",1,,,John M,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-22,"I hide some albums today, now i can't even see them in app lock section. All
                            of my important images are lost, please help me recover them. Edit - I cleared the cache and
                            problem resolved. Back to 5 stars, the app is really good",5,,,Sumit Bagga,,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-21,"Well, so far so good. I got a new phone and Google wanted control of
                            everything. Didn't like that. And it no longer let me organize my albums alphabetically.
                            This one does. This one seems to have what I need and no annoying ads. Thanks!",5,,,AnnWith APlan,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-22,"This is the best photo app I have ever seen. It is better and easier to use
                            than Google's app. You can lock your photos. To keep private ones private. The ones your
                            spouse or whoever sends just for you. Thank you.",5,,,Daniel C,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-21,"Don't Use""I guess your team is not concerned with anything...Repeating same
                            thing again n again"" I am Uninstalling this app also will not recommended this app to Ye app
                            hide karne ke liye hai ya direct hi Gaayab karti hai private images ko...I am unable to see
                            my photos. Same thing your team repeating again n again get into folder and see those
                            images.. Please provide solution sir..In this Case Who will buy membership of this app as
                            you mentioned it in premium section. Help me where it's gone?",1,,,Bitwo Sharma,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jul-23,"Something happened with the videos, they autoplay one after another skipping
                            the photos. Can't even find the switch for this option *edit* ??? thank you, it helped)
                            Changed the rating",5,,,Alex Forest,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jan-22,"100% must download .??ç??ç??ç??ç??ç The best hidden gallery that i can find cos
                            those photos that i have transfer to sd card inside the photo . I can see them thru whatever
                            app . Normally once i transfer the photo to sd card . I couldnt see them when i need them.
                            Now i can find them , and send to my colleagues or boss . Thanks .",5,,,Kimberry Lee,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-23,"Highly recommend. ‚ù§ But There is an ads and that negatively impact for our
                            experience. And... The name of the app is too long showing on home screen. Overall
                            excellent..",5,,,Lakshika Nethmini,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-22,"I like this app to hide my photos. But suddenly today I exported 2 videos
                            then though I can't see my videos in my defaultgallerybut I can see in xgallery. I am very
                            disappointed. Please solve the issue.",4,,,Nirmala Nethaji,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-21,"So far so good because I got rid of Google photo my only problem is maybe
                            it's not even a problem but , I have my photos in your ex gallery and I figured by
                            organizing them there it would take them out of my internal storage but if I delete them out
                            of downloaded or if I delete the photo it deletes it right out of the gallery as well which
                            makes no sense. I thought by putting them in the gallery I would them saved even if I delete
                            them from internal storage. I guess not Add unlimited and cloud",3,,,Enzo Lombardi,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-21,"I don't understand this application.. After putting my locking code and
                            importing all my files pictures and videos now am trying to open it its not opening.. Saying
                            X Gallery keep stopping pls i want to get my all my files back. I need ur help to reopen the
                            app",1,,,Osarenkhoe Tracy,,,,,,,,,,,,,,,,,,,,,,,,,
15-Nov-23,"Simple and lightweight. My phone had Google Photos by default, that feels
                            sluggish on my inexpensive phone. This apps works really smoothly and photo vault feature is
                            really good.",5,,,Yasin Arafat,,,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-22,"X gallery was an amazing gallery to store everything ofcourse there is a
                            secret private option also is there and i love it i always us to store screct things files
                            etc ..... with out knowing my sis i use to store some thing there is nothing to say its bad
                            its all good but only one mistake that......... if i use to delete any thing more pic or etc
                            .... its taking tooo much of time to delete i dont like it and its saying that if we store
                            any more files its saying that its error clear the storage",4,,,MADHUSUDHANA RAO AMBALLA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-22,"Images in folders load slower on my '22 phone than they did on my 5 year old
                            phone. Scrolling shows be a completely blank screen for a few seconds while pictures load,
                            and there's no scroll bar.",3,,,Sam Brown,,,,,,,,,,,,,,,,,,,,,,,,,
25-Oct-21,"Very bad so bad to see that when I enter to it, I see 'private folder'
                            clearly. So every one knows that it's a hide app. 2nd is that it require an account to hide
                            your data. Google. Or Facebook. Which contains password. So can't download this app.",1,,,sohaib jan,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-22,"You know irealt love the app but it when I first open the app it was so
                            laggy , I thought it was beacaus of my phone I cleand my phone there where no ACH Or full
                            storege, there where no problems with my phone it was hard to get in in the app , but when I
                            came in the app an , add pop up , but other than the laggy stuff I still rate 5 stars The
                            app realt holds so much pictures even screen shots",5,,,Jennifer Ybanez,,,,,,,,,,,,,,,,,,,,,,,,,
23-May-23,"Mike it one quick ad that you can easily clothes out of, other than that
                            this is simple and easy and effective. I wish there was a paid version to remove ads, but
                            definitely one of the best",5,,,Edward James,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jul-21,"It's really great app for alternative strong storage level, not only this
                            but also It's auto separations on segment wise say images, videos, audios, duplicates are
                            awsome. Only hitch is not able to pay and enjoy all benifits.",5,,,Sridhar Radhakrishnan,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-24,Oh my goodness it's very honest gallery app,5,,,Aryan Khan421,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jan-23,"Inbuilt editing options are very less ...you have to download another app
                            ..not just another app but a specific app that they allow ???but it do allow moving and
                            copying the videos and pictures from one to another folder",2,,,Tayyab Afzal,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-22,"I just downloaded this app and I press ""Grant"", and it keeps saying an error
                            has occurred. So I can't even get into the app because if the unknown error. So if you can
                            help me out with this it would help me so much.‚?∫Ô∏èI would give it more than one star but I
                            can't get into it.",1,,,SubieDorito,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-21,"It's cool but seems like when about to run out of storage it erases your
                            favorites, in the middle of looking through picks when u click off it start back over from
                            the top. And is it normal when u copy storys it has number above photos?",3,,,Optimus Qween,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-22,"I almost found what I was searching for, it's special editing needs another
                            apps no text or adjust options like, brightness, contrast etc, though it has a cleaner and
                            not an adds like others apps. That's it,,",3,,,Lamminlal Lamminlal,,,,,,,,,,,,,,,,,,,,,,,,,
8-Feb-22,"Very good especially when transferring files to SD card. This app doesn't
                            get all my files out of whack like the last apps I downloaded. Great job guys on the app.
                            Keep up the good work.",5,,,Cassondra Salazar,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-23,"This gallery is working very slowly. It takes few seconds to open something
                            in it . Just work on it to speed up it's working...",3,,,Sajid khan,,,,,,,,,,,,,,,,,,,,,,,,,
17-May-23,"This app is as good as (if not better than) the app that came with my phone
                            (to view my photos and vids). That app now wants me to pay. I hope this one stays free. I
                            can deal with the ads, that are not obtrusive.",5,,,Gordie Eggleston,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-22,"So it's been a good app for me and everything was fine untill my phone
                            ruined. Yeah my old phone got totally destroyed so I brought a new phone but the problem is
                            ""HOW AM I SUPPOSED TO RESTORE MY LOCKED PHOTOS FROM XGALLERY ???"" dear developers it's a
                            very important issue . As I have many important pics locked in XGALLERY in my old phone....I
                            have no idea how am I supposed to bring back photos locked in XGALLERY in my new phone .
                            Please do something ??≠??≠??≠ is there anyway to restore those pic?",1,,,Gazi Islam,,,,,,,,,,,,,,,,,,,,,,,,,
1-May-22,"Please someone should tell the developer how to remove the app from my phone
                            if it's of no use. This app is on my home screen and it says I cannot use this version
                            anymore then how to get rid of it is the main issue am having. When I purchased this phone
                            the gallery was working until it failed. You need to get rid of this app on my phone. Thank
                            you!",1,,,Dany,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-24,Good application and helpfully,5,,,lasani printing,,,,,,,,,,,,,,,,,,,,,,,,,
1-Apr-22,"App is great except we can't hide the private photo icon. You dont want
                            people to know that you have private photos even if it's locked. Why isn't there any option
                            to hide the icon? That's just the missing feature.",3,,,Patrice E,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-22,"Absolutely dreadful. I locked an album with 4 photos .... and couldn't
                            unlock it. First it wanted a pin ... then it wanted an email address. Uninstalled straight
                            away!!!",1,,,Michael Stone,,,,,,,,,,,,,,,,,,,,,,,,,
21-Nov-22,"Such an amazing app but the private options should have a private access not
                            displayed on the tab immediately when you open the app. But all in all its amazing and I
                            suggest different view options such as small large details etc",5,,,mussa juma mahadhi,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-22,"App is very good. Except, one can't try to fast forward the videos to you
                            end. It will pop a question asking if you want to delete the video",5,,,John Eigbodion,,,,,,,,,,,,,,,,,,,,,,,,,
2-Mar-23,"So far working smoothly, very sleek looking & instantly user friendly.
                            No need for excess bells and whistles w/ me (just no nonsense & no frills). Seems like a
                            winner ?è?!",5,,,Jason Kole,,,,,,,,,,,,,,,,,,,,,,,,,
9-Oct-23,"has add popping most of the time , Updated Reply -> Yes ads are necessary
                            but every few seconds is not tolerable,make this app unusable,those who know what I mean the
                            message has been delivered",2,,,Abishek Dhakal,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-23,"THE PROB? annoying, intrusive pop-up soliciting a rating, then when I AT
                            FIRST temporarily put a 1-star TO SEE WHAT THEY'D DO, they redirected me to THEIR OWN
                            FORM!!! TOOK 5 MINS TO GET OUT OF ONCE I CLICKED THE SUBMIT. HAD TO COME BACK THRU PLAY
                            STORE TO POST THIS FOR OTHER ANDROID USERS. HAD I DONE A 5-STAR, GOES STRAIGHT HERE. THEY
                            TRY TO SILENCE THE TRUTH. LONG LIVE FREEDOM.",1,,,D Noneya,,,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-20,"I used a few other apps. This was the only one that when I locked a pic or
                            video it did not still show in my text or e-mail ( nice to know if my kids barrow my phone
                            that they don't see something they should not) thank you for make a app that works so well.
                        ",5,,,Steven Smith,,,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-20,"Very userfriendly and I find it helpful. It would be more convenient if it
                            has a lock folder on gallery itself i mean if we could have access directly to the locked
                            folder from gallery it is just a suggestion ??è??è??è‚ù§‚ù§",5,,,Parsa Zandiyeh,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-23,"Way better than Samsung gallery. I was happy to pay a few dollars to get rid
                            of ads, cause the free version is a little bit ad-annoying.",5,,,Russell Black,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-21,"Love the app but have been having issues recently with some HIDDEN/LOCKED
                            pictures still appearing in general gallery when opened in 3rd party apps (eg. Instagram).
                            Pretty inconvenient when you open email/Instagram and your private photos pop up ??ê until
                            fixed, 2/5*",2,,,Majk ≈†enke≈?√≠k,,,,,,,,,,,,,,,,,,,,,,,,,
5-Mar-22,"first time the program didn't have a problem, but then it took a long time
                            for it to open. Apart from this, I had a bad problem and I need help. When I uninstalled
                            this app to reinstall, the hidden photos Everything was deleted and now half of my photos
                            not here. What should I do now to get the photos back???¢?•≤?•≤?•≤?•≤",3,,,Tanaz Zarghani,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-20,"So far so good, does exactly what I needed to do, to delete pictures one at
                            a time as I look through them to see which ones I don't need anymore. And has other options
                            I could use but I have another app for those other tasks.",5,,,Nigon Kouk,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-23,"Been using this gallery for close to a decade. Easy to use, photos don't get
                            ""lost"", and there are many features that are free. Keep up the good work.",5,,,Mary V. McEaneney,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-24,"Stopped working after latest update. Keeps crashing. Worked perfectly fine
                            and would be a 4 stars otherwise. Please roll back!",1,,,Sergio Fregoni,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-24,"perfect gallery app.it has text to photo.video player. move image or video
                            very easy.nothing need to change this app it is great.please make the lower ver of this app
                            to use on low ended phones.",5,,,john john,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-24,"Really a good app but I suggest that in a gallery there should be editing
                            option like font color pick from picture option, and paint back ground option,",5,,,Nasir Raja,,,,,,,,,,,,,,,,,,,,,,,,,
4-May-22,"Over an year gone using this app. Simply perfect to store your images and
                            you can get the deleted ones as well by restoring from recent deletes. Great work!",5,,,Kunal Verma,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-24,"Great work devs. Not riddled with ads like every other gallery app. So
                            convenient that it allows WhatsApp photos to also be added automatically into the gallery, i
                            genuinely have no complaints. 5* ??ç?èª",5,,,TheGingerLord 93,,,,,,,,,,,,,,,,,,,,,,,,,
9-Dec-23,"I found it besf and easy to use . But from last week it not good. Folder not
                            built and When Old folder from private are open then gone out of folders.",5,,,Younus Bakhtiar,,,,,,,,,,,,,,,,,,,,,,,,,
1-Dec-23,"Wonderful and powerful gallery. It would be great if cloud features could be
                            integrated for specific folders.... ??ç ???",5,,,Jay Trades,,,,,,,,,,,,,,,,,,,,,,,,,
2-Dec-23,"Nice Gallery App,. I can put videos and photos as long as i wanted to, with
                            no storage limit and without a doubt it will be erased or lost . And this Gallery App is for
                            free... Thanks!",5,,,Dennis Milan,,,,,,,,,,,,,,,,,,,,,,,,,
2-Dec-23,"Such an amazing App. It's really nice. And it has so many useful options.
                            And actually works great then so many other Gallery Apps. Thank you so much ??ç??ç??ç",4,,,Casino Mcw,,,,,,,,,,,,,,,,,,,,,,,,,
3-Dec-23,"My photos disappeared after I tried moving them from one folder to another.
                            This terrible app will be uninstalled.",1,,,Mau,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-24,"Like it so far and how it organizes my photos and screenshots. Don't like
                            the ads, but oh well.",5,,,C Martin,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-24,"I just use it for normal editing I just like the translation option on text
                            and nothing more because I have Google gallery. I Like it",3,,,Zabi Awan,,,,,,,,,,,,,,,,,,,,,,,,,
