date,review,rating,isEdited,title,userName,developerResponce
"July 15, 2023","Great in every way. Edit: ads have become very intrusive rendering the app
                            useless. When I press ""remove ads"" I have to agree to ""an immediate contract"" not knowing
                            what that contract is about I choose to delete the app...",2,,,peter madsen,
"September 14, 2021","Excellent app for hidings photos and videos. Files are not lost in case of
                            accidental uninstallation and I could recover 100% files after reinstallation of the app.
                            Thanks a lot for providing such an excellent app in play store.",5,,,Sujit Saha,
"July 10, 2023","Do not get this app! Useless! It was a great app till I got a new phone.
                            None of my pictures of my old phone transferred so it's useless or rather it's great til you
                            get a new phone and can't get your pictures on your new phone. And considering people get
                            new phone every 2-3 years, you get the idea!",1,,,Catherine Cosse,
"December 25, 2021","App UI is exceptional. But kindly enable google photos like gesture
                            navigation. Pro version cost is way too much for a gallery app I think. Kindly put the app
                            between 100 to 150 inr other wise people will not buy but find other methods to install
                            illegally.",5,,,kiran rathod,
"September 30, 2021","Using it was effortless unlike a lot of apps. It did what it was supposed to
                            do and who could ask for more for real I would recommend it to anybody except people who
                            expect way too much for nothing and don't have the mental agility to deal with things like
                            this but for the rest of this it's all go get it before they figure out a way to charge for
                            it.",5,,,Jim boyer,
"October 24, 2023","It was good until I was asked to turn on storage on the app settings only to
                            find that the storage icon is not there,,am stranded because if I unstall I will lose all my
                            photos in there. I can't even open the app. So sad",2,,,Eunice Wanyama,
"February 26, 2021","Easy to use features. The lock 🔐folder is handy. It hides photos and
                            prevents them from displaying in other gallery apps. The photo editing features are good
                            except the crop feature often gets stuck.",4,,,F “Fred” N,
"July 25, 2022","This is THE app I've been looking for. It lets me move pictures to whatever
                            album I want to. This app was preinstalled in my old Samsung phone but didn't come
                            preinstalled on my new Motorola,ending one more problem and making me very happy indeed.
                        ",5,,,Carol Seed,
"February 18, 2023","A good app! I like this app and I think I will be buying the pro version
                            soon! Before I was saying that it is a good app ,now I see that the camera didn't
                            synchronizes with the gallery. I have contact the developer and is waiting for a
                            reply...then I will give a net review and possibly buy...",2,,,Flore Jeanmarie,
"June 8, 2021","This application is very expensive♥️ and used it since from 3 years 😓😟but
                            now there is a problem please improve it fast .It is saying that there is no media files
                            have been found with the selected fliters I want it's solution please help me 💔🙏🙏💔💔🙏as
                            early as possible . It is not working properly . Even though I have checked my settings also
                            but still it is giving problem I have also updated it please send me email to find solutions
                            for my problem.😫 I have lost my important file ,photos",1,,,Ramprasad Mavaskar,
"June 16, 2022","it allows you to lock photos but not to hide them necessarily. the hide and
                            unhide feature has been removed and any past hidden photos may not be accessible through the
                            phone app. maybe by computer but maybe not as well.",1,,,Isaias D,
"April 3, 2022","This app is really appreciatable because all files like camera photos, other
                            media files and videos means files of photos and videos, camera file and other media files
                            are divided means seperated apart so we can use easily this app. Well this app is too good
                            for me.",5,,,Suneel Suneel,
"October 23, 2023","It was really good at first, but then a few days back I realized all my
                            photos in the private folder were gone 😞😭, all gone I didn't delete anything, but the
                            folders are there with no images at all, this is really heartbreaking 💔💔",1,,,Patricia Nampeera,
"March 31, 2022","Why there is a private icon displaying when gallery is open? Main purpose of
                            hiding pictures is that others should be unaware of any hidden images or videos but as there
                            is a private icon showing, it kills the main purpose of having it in first place. Please
                            remove the private icon or gives options to hide pictures from the gallery menu button.
                        ",3,,,Satish Singh,
"July 30, 2022","It is one of the best application i have ever used for keeping image
                            secretly and for zooming . We can keep our image secretly by using passcode and this
                            application also arrange all the data in fantastic way. So I am recommodate all to use this
                            mindblowing application for your any purpose that you want thanks.",4,,,Mr Ranjan,
"July 9, 2023","I had this POS APP on my phone for 10 seconds & hit me with ads before I
                            could even open a photo I took! I find it absolutely absurd that phones do not come stock
                            with a gallery! I can assure you this is not a good fit & needs reviewed by real users;}
                        ",1,,,M N (Protech109),
"July 25, 2021","It was working very good, I don't knw what happened suddenly all my videos
                            and pictures disappeared from private files. and I have mailed four times, still waiting for
                            the reply and solution. pls help",1,,,DrSadiq Mujawar,
"April 13, 2023","Multiselecting is getting better but still when multi selecting it should
                            select on click and preview on hold! I can select the image by clicking on the circle icon
                            but clicking on that tiny icon is tough and time consuming. If you guys have a UX designer
                            let him/her know this please.",4,,,Md. Rafsan Jani Rafin,
"June 12, 2022","Absolutely horrible app. Name says to HIDE pictures, but it doesn't. It
                            moved the main file to the app but leaves the shortcuts on ur gallery. U cant import them
                            back to ur phone and when u delete them from the app, the icon remains but if u click to
                            enlarge u get a giant ! In gray. Useless app.",1,,,Jennifer Perez (Lulu),
"April 26, 2021","Such an amazing app. I was not intrested in this app before i just put my
                            videos in lock and after that i deleted this app my all videos were also deleted from my
                            gallery .i cried alot then i think i should install this app again maybe my videos are save
                            in this and i was right my all videos were save. And now i m very happy .i m never gonna
                            delete this again 😂😂",5,,,bhat taeba,
"September 6, 2022","The UI is attractive, the presentation of pictures is neat and easy to
                            search, and the Pro version is a wise, low-cost investment. 10/10.",5,,,"Appleseed Humanity, Inc.",
"December 16, 2022","Extreamly sorry to said that, though I have get much better experience form
                            this app but recently I have lost all off my photos that was locked on the private
                            folder.Today when go to view the private folders photo,I am just getting surprised that
                            there was no photo on private folder.Do something for me to get back my photos. Please
                            recover it as soon as possible ..Except it,this app is very usefull.",5,,,Sameeksha. S,
"December 16, 2020","Nearly perfect manager the only problem is it doesnt have a (View As)
                            option. I'd like to be able to see my file names when i open the app. Hopefully you guys can
                            put something like that in there 😁",4,,,ꀯꍩꌅꂦ B꙰l꙰a꙰i꙰r꙰e꙰,
"March 13, 2021","With a little bit of fun, some added work with adjusting bits and pieces of
                            my camera shots along with moving my huge folders of photos into 2 bif files, I managed to
                            adjust everything up and create A LOT of COOL STUFF!",5,,,Michele Stubler,
"May 12, 2023","Very limited editing features, even the basics like sharpening an image
                            aren't present. Bombardment of ads non stop, unusable. Don't waste your time with this one
                        ",1,,,John M,
"June 9, 2022","I hide some albums today, now i can't even see them in app lock section. All
                            of my important images are lost, please help me recover them. Edit - I cleared the cache and
                            problem resolved. Back to 5 stars, the app is really good",5,,,Sumit Bagga,
"September 15, 2021","Well, so far so good. I got a new phone and Google wanted control of
                            everything. Didn't like that. And it no longer let me organize my albums alphabetically.
                            This one does. This one seems to have what I need and no annoying ads. Thanks!",5,,,AnnWith APlan,
"January 29, 2022","This is the best photo app I have ever seen. It is better and easier to use
                            than Google's app. You can lock your photos. To keep private ones private. The ones your
                            spouse or whoever sends just for you. Thank you.",5,,,Daniel C,
"July 28, 2021","Don't Use""I guess your team is not concerned with anything...Repeating same
                            thing again n again"" I am Uninstalling this app also will not recommended this app to Ye app
                            hide karne ke liye hai ya direct hi Gaayab karti hai private images ko...I am unable to see
                            my photos. Same thing your team repeating again n again get into folder and see those
                            images.. Please provide solution sir..In this Case Who will buy membership of this app as
                            you mentioned it in premium section. Help me where it's gone?",1,,,Bitwo Sharma,
"July 31, 2023","Something happened with the videos, they autoplay one after another skipping
                            the photos. Can't even find the switch for this option *edit* 🙈 thank you, it helped)
                            Changed the rating",5,,,Alex Forest,
"January 9, 2022","100% must download .👍👍👍👍👍 The best hidden gallery that i can find cos
                            those photos that i have transfer to sd card inside the photo . I can see them thru whatever
                            app . Normally once i transfer the photo to sd card . I couldnt see them when i need them.
                            Now i can find them , and send to my colleagues or boss . Thanks .",5,,,Kimberry Lee,
"May 29, 2023","Highly recommend. ❤ But There is an ads and that negatively impact for our
                            experience. And... The name of the app is too long showing on home screen. Overall
                            excellent..",5,,,Lakshika Nethmini,
"May 28, 2022","I like this app to hide my photos. But suddenly today I exported 2 videos
                            then though I can't see my videos in my defaultgallerybut I can see in xgallery. I am very
                            disappointed. Please solve the issue.",4,,,Nirmala Nethaji,
"May 31, 2021","So far so good because I got rid of Google photo my only problem is maybe
                            it's not even a problem but , I have my photos in your ex gallery and I figured by
                            organizing them there it would take them out of my internal storage but if I delete them out
                            of downloaded or if I delete the photo it deletes it right out of the gallery as well which
                            makes no sense. I thought by putting them in the gallery I would them saved even if I delete
                            them from internal storage. I guess not Add unlimited and cloud",3,,,Enzo Lombardi,
"March 23, 2021","I don't understand this application.. After putting my locking code and
                            importing all my files pictures and videos now am trying to open it its not opening.. Saying
                            X Gallery keep stopping pls i want to get my all my files back. I need ur help to reopen the
                            app",1,,,Osarenkhoe Tracy,
"November 15, 2023","Simple and lightweight. My phone had Google Photos by default, that feels
                            sluggish on my inexpensive phone. This apps works really smoothly and photo vault feature is
                            really good.",5,,,Yasin Arafat,
"November 8, 2022","X gallery was an amazing gallery to store everything ofcourse there is a
                            secret private option also is there and i love it i always us to store screct things files
                            etc ..... with out knowing my sis i use to store some thing there is nothing to say its bad
                            its all good but only one mistake that......... if i use to delete any thing more pic or etc
                            .... its taking tooo much of time to delete i dont like it and its saying that if we store
                            any more files its saying that its error clear the storage",4,,,MADHUSUDHANA RAO AMBALLA,
"June 10, 2022","Images in folders load slower on my '22 phone than they did on my 5 year old
                            phone. Scrolling shows be a completely blank screen for a few seconds while pictures load,
                            and there's no scroll bar.",3,,,Sam Brown,
"October 25, 2021","Very bad so bad to see that when I enter to it, I see 'private folder'
                            clearly. So every one knows that it's a hide app. 2nd is that it require an account to hide
                            your data. Google. Or Facebook. Which contains password. So can't download this app.",1,,,sohaib jan,
"September 21, 2022","You know irealt love the app but it when I first open the app it was so
                            laggy , I thought it was beacaus of my phone I cleand my phone there where no ACH Or full
                            storege, there where no problems with my phone it was hard to get in in the app , but when I
                            came in the app an , add pop up , but other than the laggy stuff I still rate 5 stars The
                            app realt holds so much pictures even screen shots",5,,,Jennifer Ybanez,
"May 23, 2023","Mike it one quick ad that you can easily clothes out of, other than that
                            this is simple and easy and effective. I wish there was a paid version to remove ads, but
                            definitely one of the best",5,,,Edward James,
"July 9, 2021","It's really great app for alternative strong storage level, not only this
                            but also It's auto separations on segment wise say images, videos, audios, duplicates are
                            awsome. Only hitch is not able to pay and enjoy all benifits.",5,,,Sridhar Radhakrishnan,
"March 24, 2024",Oh my goodness it's very honest gallery app,5,,,Aryan Khan421,
"January 1, 2023","Inbuilt editing options are very less ...you have to download another app
                            ..not just another app but a specific app that they allow 💀but it do allow moving and
                            copying the videos and pictures from one to another folder",2,,,Tayyab Afzal,
"December 20, 2022","I just downloaded this app and I press ""Grant"", and it keeps saying an error
                            has occurred. So I can't even get into the app because if the unknown error. So if you can
                            help me out with this it would help me so much.☺️I would give it more than one star but I
                            can't get into it.",1,,,SubieDorito,
"February 22, 2021","It's cool but seems like when about to run out of storage it erases your
                            favorites, in the middle of looking through picks when u click off it start back over from
                            the top. And is it normal when u copy storys it has number above photos?",3,,,Optimus Qween,
"January 11, 2022","I almost found what I was searching for, it's special editing needs another
                            apps no text or adjust options like, brightness, contrast etc, though it has a cleaner and
                            not an adds like others apps. That's it,,",3,,,Lamminlal Lamminlal,
"February 8, 2022","Very good especially when transferring files to SD card. This app doesn't
                            get all my files out of whack like the last apps I downloaded. Great job guys on the app.
                            Keep up the good work.",5,,,Cassondra Salazar,
"December 29, 2023","This gallery is working very slowly. It takes few seconds to open something
                            in it . Just work on it to speed up it's working...",3,,,Sajid khan,
"May 17, 2023","This app is as good as (if not better than) the app that came with my phone
                            (to view my photos and vids). That app now wants me to pay. I hope this one stays free. I
                            can deal with the ads, that are not obtrusive.",5,,,Gordie Eggleston,
"December 20, 2022","So it's been a good app for me and everything was fine untill my phone
                            ruined. Yeah my old phone got totally destroyed so I brought a new phone but the problem is
                            ""HOW AM I SUPPOSED TO RESTORE MY LOCKED PHOTOS FROM XGALLERY ???"" dear developers it's a
                            very important issue . As I have many important pics locked in XGALLERY in my old phone....I
                            have no idea how am I supposed to bring back photos locked in XGALLERY in my new phone .
                            Please do something 😭😭😭 is there anyway to restore those pic?",1,,,Gazi Islam,
"May 1, 2022","Please someone should tell the developer how to remove the app from my phone
                            if it's of no use. This app is on my home screen and it says I cannot use this version
                            anymore then how to get rid of it is the main issue am having. When I purchased this phone
                            the gallery was working until it failed. You need to get rid of this app on my phone. Thank
                            you!",1,,,Dany,
"May 14, 2024",Good application and helpfully,5,,,lasani printing,
"April 1, 2022","App is great except we can't hide the private photo icon. You dont want
                            people to know that you have private photos even if it's locked. Why isn't there any option
                            to hide the icon? That's just the missing feature.",3,,,Patrice E,
"June 29, 2022","Absolutely dreadful. I locked an album with 4 photos .... and couldn't
                            unlock it. First it wanted a pin ... then it wanted an email address. Uninstalled straight
                            away!!!",1,,,Michael Stone,
"November 21, 2022","Such an amazing app but the private options should have a private access not
                            displayed on the tab immediately when you open the app. But all in all its amazing and I
                            suggest different view options such as small large details etc",5,,,mussa juma mahadhi,
"April 24, 2022","App is very good. Except, one can't try to fast forward the videos to you
                            end. It will pop a question asking if you want to delete the video",5,,,John Eigbodion,
"March 2, 2023","So far working smoothly, very sleek looking & instantly user friendly.
                            No need for excess bells and whistles w/ me (just no nonsense & no frills). Seems like a
                            winner 🏆!",5,,,Jason Kole,
"October 9, 2023","has add popping most of the time , Updated Reply -> Yes ads are necessary
                            but every few seconds is not tolerable,make this app unusable,those who know what I mean the
                            message has been delivered",2,,,Abishek Dhakal,
"July 27, 2023","THE PROB? annoying, intrusive pop-up soliciting a rating, then when I AT
                            FIRST temporarily put a 1-star TO SEE WHAT THEY'D DO, they redirected me to THEIR OWN
                            FORM!!! TOOK 5 MINS TO GET OUT OF ONCE I CLICKED THE SUBMIT. HAD TO COME BACK THRU PLAY
                            STORE TO POST THIS FOR OTHER ANDROID USERS. HAD I DONE A 5-STAR, GOES STRAIGHT HERE. THEY
                            TRY TO SILENCE THE TRUTH. LONG LIVE FREEDOM.",1,,,D Noneya,
"November 8, 2020","I used a few other apps. This was the only one that when I locked a pic or
                            video it did not still show in my text or e-mail ( nice to know if my kids barrow my phone
                            that they don't see something they should not) thank you for make a app that works so well.
                        ",5,,,Steven Smith,
"December 25, 2020","Very userfriendly and I find it helpful. It would be more convenient if it
                            has a lock folder on gallery itself i mean if we could have access directly to the locked
                            folder from gallery it is just a suggestion 👏👏👏❤❤",5,,,Parsa Zandiyeh,
"March 1, 2023","Way better than Samsung gallery. I was happy to pay a few dollars to get rid
                            of ads, cause the free version is a little bit ad-annoying.",5,,,Russell Black,
"September 24, 2021","Love the app but have been having issues recently with some HIDDEN/LOCKED
                            pictures still appearing in general gallery when opened in 3rd party apps (eg. Instagram).
                            Pretty inconvenient when you open email/Instagram and your private photos pop up 😐 until
                            fixed, 2/5*",2,,,Majk Šenkeřík,
"March 5, 2022","first time the program didn't have a problem, but then it took a long time
                            for it to open. Apart from this, I had a bad problem and I need help. When I uninstalled
                            this app to reinstall, the hidden photos Everything was deleted and now half of my photos
                            not here. What should I do now to get the photos back?😢🥲🥲🥲🥲",3,,,Tanaz Zarghani,
"September 24, 2020","So far so good, does exactly what I needed to do, to delete pictures one at
                            a time as I look through them to see which ones I don't need anymore. And has other options
                            I could use but I have another app for those other tasks.",5,,,Nigon Kouk,
"December 17, 2023","Been using this gallery for close to a decade. Easy to use, photos don't get
                            ""lost"", and there are many features that are free. Keep up the good work.",5,,,Mary V. McEaneney,
"February 11, 2024","Stopped working after latest update. Keeps crashing. Worked perfectly fine
                            and would be a 4 stars otherwise. Please roll back!",1,,,Sergio Fregoni,
"February 16, 2024","perfect gallery app.it has text to photo.video player. move image or video
                            very easy.nothing need to change this app it is great.please make the lower ver of this app
                            to use on low ended phones.",5,,,john john,
"January 11, 2024","Really a good app but I suggest that in a gallery there should be editing
                            option like font color pick from picture option, and paint back ground option,",5,,,Nasir Raja,
"May 4, 2022","Over an year gone using this app. Simply perfect to store your images and
                            you can get the deleted ones as well by restoring from recent deletes. Great work!",5,,,Kunal Verma,
"January 11, 2024","Great work devs. Not riddled with ads like every other gallery app. So
                            convenient that it allows WhatsApp photos to also be added automatically into the gallery, i
                            genuinely have no complaints. 5* 👍🏻",5,,,TheGingerLord 93,
"December 9, 2023","I found it besf and easy to use . But from last week it not good. Folder not
                            built and When Old folder from private are open then gone out of folders.",5,,,Younus Bakhtiar,
"December 1, 2023","Wonderful and powerful gallery. It would be great if cloud features could be
                            integrated for specific folders.... 👍 😊",5,,,Jay Trades,
"December 2, 2023","Nice Gallery App,. I can put videos and photos as long as i wanted to, with
                            no storage limit and without a doubt it will be erased or lost . And this Gallery App is for
                            free... Thanks!",5,,,Dennis Milan,
"December 2, 2023","Such an amazing App. It's really nice. And it has so many useful options.
                            And actually works great then so many other Gallery Apps. Thank you so much 👍👍👍",4,,,Casino Mcw,
"December 3, 2023","My photos disappeared after I tried moving them from one folder to another.
                            This terrible app will be uninstalled.",1,,,Mau,
"January 28, 2024","Like it so far and how it organizes my photos and screenshots. Don't like
                            the ads, but oh well.",5,,,C Martin,
"February 11, 2024","I just use it for normal editing I just like the translation option on text
                            and nothing more because I have Google gallery. I Like it",3,,,Zabi Awan,
"December 26, 2023","Suggestion add a option to open a external video player to your app so I can
                            use xplayer to watch videos on instead of using your default one.",5,,,Thunder,
"April 6, 2024",In one word 😉 fantastic,5,,,Aman Kumar,
"March 26, 2024",Nice app i hope there is no ads to be troubled by,5,,,Humayra Vawda,
"June 11, 2021","Worst app!! I've hidden some of the pics in this private folder,, after
                            certain period hidden files are deleted automatically. Don't know how to reset my pics..
                            Support team please do the needful",1,,,Prakash Vel,
"November 23, 2023","""Zte blade A30."" On my phone, this app can be moved to the sd card, but in
                            the app's info', I don't have the optionsl of moving it.",3,,,Perow Gourlay,
"March 28, 2024","Small size, esay to access, good app",5,,,Prosenjit Misra,
"April 24, 2024",yeah ! this is Very fantastic application,5,,,Naveen Shaiju,
"September 23, 2021","Under NORMAL CIRCUMSTANCE I would say that the secutiy for the hidden locked
                            files is adequate, but my STALKER still managed to get in and permanently destroyed/ deleted
                            a couple of thousand photos. VERY DISSAPOINTING GOOGLE. I HAD EXPECTED BETTER FROM YOU.
                        ",2,,,Sullenberger Shannon,
"February 28, 2023","can't see any photos. useless app. edit: i think large file problem. but
                            other gallery apps were working fine. after clearing large files... working now... thanks
                            for help",4,,,SUROJIT SANPUI,
"July 29, 2022","I downloaded it few years ago then maybe for some technical issues I lost
                            most of photos and videos I don't know why that happened then I uninstalled the app and
                            thought I lost them all thn after 2 months I downloaded it again bcoz no other app could
                            give me satisfaction as this...and now I'm fear if I loose all them again 🥺 although I
                            activated the uninstall protection to prevent all my files from loosen ... still I'm
                            tensed🥺",5,,,kumkum bhandary,
"September 2, 2022","It's easy to use and no more searching all around with different apps for
                            missing pictures as in many pre-installled apps. It's my Magic Genie.",5,,,Elbert Robinson,
"August 1, 2021","Had a couple photos locked/hidden. Now I wanted to unlock them and the app
                            keeps crushing. Seemingly doesn't effect other apps with moving pictures to different
                            directories.",2,,,Spadey Bugadunusa,
"October 24, 2021","Best app to hide your pics!! For example... just like I'm an BTS ARMY and a
                            BLACKPINK BLINK so, i make videos on BTS and BLACKPINK and i need so many their pics/video
                            clips so, i collect the pics/video clips, and save all the pics/vid clips in this app (in
                            private) i save them in private cuz, if i don't, all pics will be deleted if i delete them
                            from my mobile gallery so, this is the best app to hide pics/videos or save some pics/vids
                            that you can't save in your mobile gallery 5☆☆☆☆☆😊",5,,,Opu Tanjina,
"March 14, 2024",This app is very nice but ads problem,2,,,Sahil Markhand,
"October 28, 2022","1. Batch rename files, 2. Private vault: hide/unhide the actual photo name,
                            3. Private vault: showing photo size (resulation) in info (i) button...... Sorry I wasn't
                            clear enough on my last review. However thanks for your response.",4,,,Aminul Haque Ovy,
"April 27, 2024",It is very easy in use,5,,,Mohammad Shoaib,
"April 13, 2024",Lock file is not response the finger this is disappointed,5,,,Hammad Ameen,
"September 12, 2021","That seems to work great brilliant color sharp corners good for detailed
                            shots I would recommend trying a lot of accessory. The best part is the app actually does
                            what it says great job team Google",5,,,Scott First Sr,
"February 14, 2024",I use it bset. Folder in maste folder option required,5,,,Kashmala Wakil,
"February 14, 2023","Exactly what I need. You can save, move, edit, permanently delete pictures.
                            I paid for the no ads and so far, I have no complaints. This app is a pleasure to use. Thank
                            you.",5,,,Char Williams,
"February 14, 2022","Very good app, easy to use and and it is what I wanted and more...I get to
                            edit pictures with multiple filters. it's just a good App...I would happily recommend it 😀
                        ",5,,,Banele Shezi,
"June 1, 2021","The app is just great i have been using it since 1 year but the only problem
                            i feel is there no way to back up your photos i had over 1500 useful photos in this app's
                            folder my phone went off one day and so are those photos i wish there was any way to get
                            them back :(",4,,,Yashwardhan Jha,
"January 11, 2022","Seriously, the worst experience.... All my photos got lost, and my e-mails
                            have not been answered yet. Use the app on your own risk. Thanks!",1,,,Yuvraj Kumar,
"November 18, 2021","Terrible. It deleted a whole album of photos that I cannot recover again.
                            After locking the album, all pictures were gone from the app and internal memory. Really bad
                            system. Pls avoid this app 👎",1,,,_Petramite46,
"February 20, 2024",Easy to manage and use,5,,,Lenny Naziera,
"October 23, 2022","This app has many technical issues, please fix these bugs quickly. My all
                            data and files got removed automatically. What should i do now ? This app also does not have
                            the facility to backup data",2,,,Op Boyz,
"April 14, 2024",One of the Best app in google play store,5,,,TEHSIN QAISER,
"July 30, 2021","Only have used for a couple of days so far, but I really like this app. Easy
                            to use and keeps everything organized and professional looking. Very slick. No issues
                            whatsoever.",5,,,JulesAA,
"December 8, 2023","I can't open this app after a updation The app Request permission to storage
                            Bt I can't seen no storage permission on setting it's only notification and camera
                            permission pls help",1,,,Jothika,
"January 6, 2024","It's a very good platform to store our photos over here and the most
                            important thing that we don't get even a single advertisement over here 👍",5,,,SHUBHAM MEENA,
"July 2, 2022","It's a nice app but my problem is that it can't lock files on SD card.
                            Please help solve this problem. I will rate 2🌟 coz I'm just starting I will come back if
                            the problem is rectified.",2,,,thankgod excellent,
"April 29, 2024",It's an app that captures sweet memories,5,,,Fani Fani,
"April 30, 2024",Its a very comfortable app..I'm loving it😊❤️,5,,,Irene Tutaleni,
"May 7, 2021","Very easy to use. I tried other similar apps, but wasn't satisfied with
                            them. I lost photos in those other apps, this one I'm able to keep and store all my photos
                            and videos! I recommend this app.",5,,,Ron Jones,
"March 23, 2023","Stupid app can't even access files from the phone's storage. What's the
                            point of making a gallery app when it can't even detect a single image. Worthless app",1,,,Kyubi Kun,
"May 2, 2024",This is so good app i am very interested this app,1,,,Muhammad Arif,
"February 7, 2023","I just opened it up and am already after a few minutes of trial and error
                            I'm already using this app and so far loving how user friendly it is. The only thing I don't
                            like is that if I look at or close an ad it takes me out of the app even though I would like
                            to stay.",5,,,January,
"May 16, 2024",This is very very useful and IAM very very happy from this 💓,5,,,Ameen Khan,
"May 14, 2024",This app is so Amazing,5,,,Official Zulu,
"January 17, 2022","There is no option called 'Uninstall', there is only deactivate and open.
                            When i click deactivate a menu pops out saying ""you have to deactivate this app to uninstall
                            it"", then there is a option called ok, when i click it nothing happens! Please i have to
                            uninstall this app, as my storage is very low!!",4,,,Adrita Paul,
"December 26, 2021","Alarming privacy policy! Why should a gallery app have the following in its
                            privacy policy?! ""Health data. When you use the App, you may choose to provide personal
                            information about your health such as: Weight Height Body temperature; Menstrual cycle;
                            Symptoms; Other information about your health (including sexual activities), and related
                            activities."" Uninstalled straight away.",1,,,MrOzzblizzard d,
"May 1, 2024",Ad free first of all,5,,,Alan Gopal,
"May 25, 2021","Excellent 👌👌👌👌 Highly recommended to install quickly and experience the
                            difference It is one of the most advanced applications I have ever received so I again say
                            download it as soon as possible. Thank you for providing something like this and we look
                            forward to more facilities. I'm Ruwan from Sri Lanka",5,,,Asanka ruwan,
"April 19, 2024",Superb! User friendly 🙂,5,,,Jonna Fe Asperilla,
"April 22, 2024",This app is very very good awesome and thanks for this app,5,,,Sunilkumar Koka,
"February 24, 2022","Simple & powerful gallery to help you easily edit, manage, hide picture
                            & video. This app is an easy-to-use offline photo gallery to help you organize and
                            manage photos and videos. With the help of the full-featured gallery, you can edit photos,
                            use password to protect/hide photos, recover deleted photos and clear similar photos.
                            Gallery supports viewing files in all formats, JPEG, GIF, PNG, SVG, Panoramic, MP4, MKV,
                            RAW, etc. Free download Gallery and let us help you keep everything",5,,,Prajwal Hemanth Prajwal Hemanth,
"January 15, 2024",The ads is ridiculous alot...,1,,,Razak Rzk,
"December 31, 2020","Gorgeous! just needed the dark mood. And remove the top bar icons in the
                            screen keeping it simple just like the app shoots on on the play store.",4,,,Sora Musa,
"May 17, 2024",Its really best app,3,,,Nilufa Yesmin Runa,
"May 5, 2022","Good application for motorolla phones. To avoid the ads just upgrade to
                            premium. Trying too much apps and this one is the best comparable to Samsung gallery. Keep
                            improving and beat the rest.",5,,,Big J,
"April 21, 2024",Good app for photos,5,,,Shanu Umasha,
"April 30, 2022","This is a great app.... it not only keeps my photos protected, but it also
                            has lots of other built ins to make the experience better. Thanks to the development
                            department !",5,,,Carl Jansen,
"April 26, 2023","Some times video will not play i don't know why it's happening,i thought
                            there is problem with video error but when I try to open another file the code i will play
                            smoothly,so there is an issue with this app only",1,,,Madhurai sameera,
"May 1, 2022","Great app, I seem to have had an issue with a previous gallery app that
                            deleted my recent pictures for some reason so I switched to this app. So far no pictures
                            have been deleted, so that's great. Very good app I like it very much",5,,,Lord Stamtish,
"June 30, 2021","Best app for photo and videos hide. Even when u uninstall the app, your
                            files will still come back after reinstalling, that's if you remember your password and
                            email. Great job guyz",5,,,mini deu,
"June 8, 2023","My phone only has Google photos, and I needed a photo app. I don't enjoy
                            having ads pop up when I'm using an app that should have been factory installed, but it's
                            way better than nothing",5,,,Betty Jenson,
"May 7, 2022","Decent app, not for editing, adds can be anoying at times, but better than
                            most. Down side, many pics vanish! And it's not a setting issue.",3,,,Ricky Darwin,
"April 3, 2023","Thanks you for making my media surfing easy and stress free. 😘😘.. I
                            couldn't ask for more.. Especially when I mistakenly delete a picture 😌.. I don't fret cos
                            i know how to get it back. It can only be #this_app. 🤎🤍",5,,,Jennifer Ezinne,
"June 1, 2023","My photos are deleted with out involvement of my permission. No back up
                            option and not showing any picks in recycling bin . How it happen all of sudden. Reply to
                            this",1,,,Sushma Swaraj,
"November 1, 2022","It's a good gallery, except it's not for me. I uninstalled it as soon as I
                            learned there was no way to set the default video player to an external one.",3,,,Axel Tamano,
"December 17, 2022","This app is amazing all tho there's one problem it's the ads the ads are
                            really annoying but I still rate it 5 stars since I bet you guys worked hard on this app!
                        ",5,,,Dominico Pappasbebis,
"December 16, 2022","I have been having a Smooth experience with this app and every Android
                            devices that i owned, it is the first App I would always download. The security and privacy
                            of this App is a topnotch. I recommend it to just every Android users who wants their
                            privacy intact.",5,,,David James,
"February 7, 2021","Thanks for this app because this app help a big thing. .my photos are in
                            this app.. unforgettable this app is uninstall..I was scared and I cry well..after I install
                            this app one more time my old photos are come back.. I am very very very happy now. I does
                            not convey my happiness in the words once again Thanks For This App🤗🤗🤗",5,,,Paramasivam.k Paramasivam.k,
"August 28, 2021","Just started using. Interface is sort of nice and clean. Easy to create new
                            folders which is difficult in other similar apps. Private feature is greta.",5,,,balachander k,
"August 10, 2020","Didn't have the right features. Edit, I was looking for a good alternative
                            to Simple Gallery Pro, but this lacks the feature it has, such as temporarily showing hidden
                            photo files.",1,,,Ksanbah Lyngwa,
"September 3, 2021","Tons of intrusive ads, the secure photo feature doesn't work with SD cards.
                            Looking for a better alternative.",2,,,Jason Lau,
"October 4, 2021","Stupid. Too many ads. Loads oldest pic first. You can scroll to whatever pic
                            you want and click it,I promise it will take you back to the beginning of the album. It's so
                            frustrating. Don't download this bs",1,,,Witch_Way_Tarot & Craft,
"October 18, 2020","Superb app. Easy to use, no ads, private folders and many more. It also
                            allows to delete similar photos. It runs smoothly on my phone. Honestly it's a good app.
                            Worth 5 star rating. 😃😃😃",5,,,Satyajit Dey,
"June 5, 2022","This app keeps freezing. And when i try to get out of the app it stays on
                            the same screen. I have to restart my phone to make it go away. UNINSTALLING",1,,,Wendy,
