Name,iCloud Reviews,rating,recommended rating,date
Daniel R.,"""Every under the cloud""
Overall: Overall the
                    experience has been fantastic as all important documents photos and video are securely kept.
Pros: I like that files are
                    always readily available and accessible at the tip of my finger tios whenever and whereever I need
                    them.
Cons: There is nothing to dislike
                    as all files are safely secured without having to worry if certain documents are required all of a
                    sudden.",4,10-Oct,30-Mar-23
"Yrene
                            Y.","""good storage""
Overall: For me the most
                    important thing is the memories and I have all the photos of my family within reach
Pros: I love having everything
                    safe automatically stored without me doing it
Cons: Having to pay for more
                    storage should be unlimited
Alternatives Considered:
                    Google Drive
Reasons for Choosing
                        iCloud: I love everything Apple",4,10-Oct,24-Mar-23
Vikram H.,"""Icloud Review ""
Overall: Overall I have had a
                    fantatsti experience iwth Icloud it has genuienly mademy life a lot easier in many different
                    aspects. 
Pros: I love How easy it is to
                    use. I have been an apply user for many years now and the fact that I have not lost any of the
                    important information as I have upgraded my phone over the yeasr is amazing. I have my phone numbers
                    and contacts in the cloud so that we I get a nw phone it is super easy to just sync up all of my
                    information. 
Cons: I wish the free storage
                    offered was a little higher becasue I feel like it fills up so quickly.",5,10-Aug,23-Feb-23
"Francois Pascal N.


Verified LinkedIn User","""Very good tool to store, share and restore files on your
                    Apple devices""
Pros: What interested me most
                    about this tool is its ability to automatically restore files on new Apple devices
Cons: What bothers me a little
                    about this tool is its limitation of user options when migrating from Apple to Android
Switched From: OneDrive",3,10-Oct,30-Oct-22
Francesca P.,"""Apple the best ever""
Overall: I would suggest it to
                    my friends, colleagues and family. I’m very happy with it. 
Pros: I use ICloud everyday to
                    save files, documents, photos and other stuff important to me and my job. The backup is easy and I
                    automatically have everything updated on my iPhone, my iPad and MacBook Air
Cons: Everything is perfect.
                    Everything works and I have no complains.",3,10-Aug,21-Aug-23
"Nabil
                            Z.","""My Review about icloud""
Overall: its seamless
                    integration with Apple devices, user-friendly interface, and robust features.
Pros: Seamless Integration with
                    Apple Devices: I appreciate how seamlessly iCloud integrates with Apple devices, including iPhones,
                    iPads, Macs, and even Windows PCs. This integration allows for easy access to files across multiple
                    devices, with changes automatically synced in real-time. i find this feature convenient and
                    efficient for my workflow.
Cons: Storage Limitations: i have
                    expressed dissatisfaction with the limited amount of free storage provided by iCloud. While iCloud
                    offers various storage plans for purchase, the initial free storage allocation may not be sufficient
                    for me with large amounts of data",3,10-Sep,8-Aug-23
"Brian
                            S.","""iCloud Synplicity""
Pros: I love that this is just
                    functional and built in on Apple products but that you can still access many of the features through
                    the web as well so with that you can get your data and services on non-apple devices.
Cons: One thing I don’t like is
                    how they hand the new email domains. I would love to setup email only accounts or groups instead of
                    having to make family accounts with access to all services (which is limited to 5 in a family)
Reasons for Switching to
                        iCloud: I switched because of the pricing for email under my own domain for home usage.",5,10-Sep,19-May-22
"Kasthuri Arachchige R.


Verified LinkedIn User","""For apple users ""
Overall: If you are an apple
                    or mac user, this is very useful application for us. 
Pros: All other apple products,
                    it’s very easy to use and it has a user friendly interface. ICloud backup function is really cool
                    because it will be notified when backup fails. It syncs my photos videos documents and etc... it
                    really helps to access them with any of my apple devices.
Cons: Well, when you are sign up
                    for iCloud it offers 5GB free storage. But, according to me it’s not enough very much. However, we
                    can extend our storage. Another bad thing is it does not available for android platform.",5,10-Aug,16-Jan-21
"Hope
                            V.


Verified LinkedIn User","""iCloud Review""
Overall: I like iCloud because
                    my photos are the most important thing on my phone and it holds them. I do photos for personal use
                    and for work. I have found recently that it seems to be filling up more quickly and I am regularly
                    having to go in and delete a ton of stuff (I do pay for upgraded storage already). It seems like I
                    am deleting things weekly now. Regardless, I am not going to stop using it because it holds really
                    important things for me.
Pros: Things I like:
                    - backs up my info everywhere
                    - can hold quite a bit
                    - easily accessible
                
Cons: Things I dislike:
                    - storage seems to fill up quickly
                    - taking things out of iCloud doesn't always give you much more storage",5,10-Aug,9-Jul-20
"Verified Reviewer


Verified LinkedIn User","""Great Storage Choice For Apple Users!""
Overall: Keep documents and
                    memories safe with iCloud, a great cloud storage solution for all Apple Users
Pros: iCloud is great for backing
                    up whatever information you want to keep! Especially photos and messages that you don't want to
                    lose. iCloud will have everything backed up and you won't have to worry if you lose your phone, iPad
                    etc. Your memories will be saved on iCloud and won't be lost!
Cons: iCloud works pretty well
                    and stores everything in a safe location. The only con about iCloud is that whenever you're close to
                    running out of space it keeps alerting you that it's running out and asks you to expand storage
                    space very consistently. Also, maybe a bit more storage space for each account would be better,
                    rather than the default 5GB.",5,10-Sep,2-Apr-20
"Maria
                            Teresa O.


Verified LinkedIn User","""One of the best cloud services""
Overall: It is perfect if you
                    have multiple Apple devices. Helps you integrate and back up all your information while keeping it
                    safe and available. 
Pros: I love how this is
                    integrated into all my devices. Allows me to access photos and videos from my phone and iPad while
                    keeping a back stored in the cloud. It also increases my storage space when my hard drive is full.
                
Cons: It does not work as well
                    with my Windows computer, which makes it a bit annying. I have to manually log in through the
                    browser and it is nowhere as easy. It is also a bit expensive given that many similar services are
                    free.",5,10-Oct,19-Apr-21
"Cesar
                            S.","""I am an Apple junkie. ""
Pros: I love everything apple.
                    Their ecosystem of interconnecting devices with a simple cloud bridge works wonders. iCloud helps me
                    maintain my family safe and secure. It keeps the little ones from accessing things that they should
                    not be, and makes memories shareable with ease. No more downloading and saving before emailing or
                    texting a photo, like the good ole' days. 
Cons: It can get pricey if you
                    get all the bells and whistles. Then again, its Apple. I would have A LOT more Apple products if I
                    could afford them.",3,10-Aug,6-Jul-22
"Nikki
                            M.","""An easy way to store my files""
Overall: iCloud is very
                    convenient for me to access files between my phone and desktop. I don't have to worry much about
                    using up the memory on my devices since my files are stored in the cloud. Sometimes the syncing does
                    not happen right away and will require me to restart my phone for files to load, which is not
                    detrimental but can be inconvenient. I still have photos and videos from several years ago safely
                    stored, which gives me comfort. 
Pros: I like that I can access my
                    photos, videos, and other files on multiple devices without crowding the memory on my devices.
Cons: iCloud is priced quite
                    high. But I need it, so I pay for the upgrades when I need them.",3,10-Oct,29-Jan-22
Nicolas E.,"""Must-need tool""
Pros: I love how the documents
                    and files are saved across all devices seemlessly. 
Cons: As a daily user of icloud,
                    synchronization of files is a breaze. The only issue is how those files are saved and how accessible
                    they are on the phone. If i search the document I will find it however the location of the saved
                    file is a bit hectic at times.",3,10-Oct,30-Mar-23
Rachel P.,"""Great Storage Option""
Pros: It is an easy way to store
                    lots of things for both business use, but not only for that, it can also be used for your personal
                    use as well. When files need to be backed up but you don't want them to tie up space on your actual
                    PC, this is the answer. It's a very user friendly way of storing what you need and still having it
                    at your fingertips when needed. 
Cons: You have to wait a bit
                    sometimes for the files to download depending how many you have and how big they are.",4,10-Oct,9-Jan-24
Briana L.,"""I love iCloud ""
Overall: I love that I have a
                    place where I can store all my documents and even photos. I like how it links up across all my
                    devices making it really easy to access them when needed! Truly enjoy using iCloud. 
Pros: I love that my documents
                    that I’ve worked really hard on are in a safe place. I cloud is super user friendly and is easy to
                    access on all my apple products. 
Cons: I wish they would offer a
                    little bit more free storage instead of having to pay for extra but at the same time making sure my
                    documents are stored safety is important so I will lay for the space if needed.",5,10-Oct,9-Jun-22
"Gaius
                            J.","""Best Cloud Storage for ios ""
Overall: I really have a very
                    good experience for almost the last 2 years working with this software. It can be used to store my
                    work files and document, along with my personal files like my picture and video from the phone. I
                    would suggest all Iphone users to use this software.
Pros: iCloud gives a protected,
                    online stage for report and information. You can utilize iCloud to get to rich media, for example,
                    TV shows, tunes, photographs, applications, books, and motion pictures from all your cell phones. I
                    have been using it since i bought an IPhone. I like it because it gives us an advantage of free 5 GB
                    storage. It is not so costly for the extra storage.
Cons: It is simply helpful to
                    utilize it with Apple item. Other than that this is a very good cloud storage.",4,10-Oct,17-Sep-21
Ignacio G.,"""The best system in the iOS environment""
Overall: There is no better
                    software for your Apple devices. It synchronises automatically and your files are always accessible
                    across devices while being safely stored in the cloud. None of the competitors will have the same
                    level of integration and you may find yourself without access in the most critical moments! 
Pros: Its integration with the
                    Apple ecosystem makes it ideal to store and handle documents across devices. Its advanced encryption
                    also makes it appealing to handle sensitive data. 
Cons: It does not work as well on
                    non-Apple products, but only because of how well it works with Apple!",5,10-Aug,28-Jun-22
"Krystal K.


Verified LinkedIn User","""iCloud is is good foremail storage""
Overall: iCloud syncs up all
                    of my emails and contacts. The search function works well and the interface is clean. iCloud is
                    reliable and security is good. 
Pros: I use Mail in iCloud for
                    email service. I use it on my iPhone but also on all my other devices to check my email, and
                    everything is synced across devices. I love the clean interface of iCloud for accessing any of the
                    apps within iCloud, not just Mail. 
Cons: Sometimes files don't sync
                    up properly or the server is down. This does not happen frequently, but when it does it is annoying.
                    Customer service can be slow and frustrating.",3,10-Oct,22-May-21
"Verified Reviewer


Verified LinkedIn User","""Practical and intuitive""
Overall: Besides being easy to
                    use, I am impressed with how quickly Icloud can integrate information as we change devices and/or
                    purchase new products.
Pros: Not having to worry about
                    saving files, photos and other documents in several different cloud tools, or running the risk of
                    losing everything for some reason, helps me a lot in my daily life. In my personal or work tasks, I
                    always rely on Icloud's resources to ensure that everything is always 100% safe. 
Cons: The only downside, in my
                    opinion, is that the free storage space could be a bit larger.",3,10-May,23-Feb-23
"Verified Reviewer


Verified LinkedIn User","""Buen servicio para guarda información e manera segura en
                    la nube""
Overall: 
                    excelente servicio si quieres guardar datos, fotos, notas de manera privada en la nube puedes
                    acceder desde los distintos dispositivos siempre y cuando hagas la validación de los dispositivos
                
Pros: 
                    excelente servicio si quieres guardar datos, fotos, notas de manera privada en la nube puedes
                    acceder desde los distintos dispositivos siempre y cuando hagas la validación de los dispositivos
                
Cons: Se le podrían agregar mas
                    herramientas de almacenamiento solo tiene las básicas y aunque es importante podrían incluir mas
                    herramientas como almacenamiento de archivos",3,10-Oct,6-Oct-22
Jeanne B.,"""I love iCloud; it is the best cloud-based storage.""
Overall: I love that I can
                    save my business files online and have access to them across my devices. This saves me so much
                    storage too on those devices and I am able to keep my files organized in folders even across my
                    devices.
Pros: It's so useful to my
                    business that I can upgrade to extra storage for such a small price and adjust every now and then
                    based on my storage needs.
Cons: I noticed, especially on
                    the mac that I use for the business that even though I save my files to iCloud, I can still see the
                    tons of files I have in my recent files. 
Alternatives Considered:
                    Google Drive
Reasons for Choosing
                        iCloud: I chose iCloud instead because it does not require me to log online like Google
                    Drive.",3,10-Oct,7-Feb-22
Coleene S.,"""This is a great product""
Overall: I love this product,
                    it's no need for me to worry about anyone getting access to my documents or photos
Pros: I like that I can store not
                    just my photos but my documents in a safe place, and have access to them whenever I want, I can
                    access them from any of my apple devices, the prices are not bad for the storage space that I need,
                    it's very reliably, and your files are automatically back up, it provides you with the best security
                    and it's very user friendly
Cons: You will need to be on your
                    apple devices to access your file, not sure about accessing it from",4,10-Aug,15-Dec-21
"Mahmoud H.


Verified LinkedIn User","""One of the best cloud storage solutions!""
Overall: iCloud is a
                    lifesaver. I haven't carried my laptop with me for the past year and it's been great. I can take a
                    photo on my iPhone, edit it, and then email it to my manager all from iCloud. It is so easy to use
                    and I never have to worry about breaking down or forgetting something at home as iCloud syncs most
                    of the things.
Pros: I can't say enough nice
                    things about this product. It's stable, efficient, and incredibly smooth to use. But it's so much
                    more than that: it's trustworthy and secure too! Every time I'm away from my computer, I don't worry
                    about the files I've been working on because they're safely backed up and accessible no matter what.
                    I'm so grateful for this product.
Cons: I was really excited about
                    iCloud when I first signed up for it. It's been good but I have found that it doesn't always load
                    the files correctly and takes just a little too long to get them done. The thing I like least,
                    though, is that it doesn't sync all of my documents.",5,10-Oct,21-Mar-22
Zenith S.,"""ICloud Paved The Way Of Backing Up Files For The Safety
                    Of The Future""
Pros: What I liked most was the
                    fact that it works in with my Apple iPhone 8 As it Did With My Apple iPhone 6s.
                    I like how it is adaptable and always strengthening updated software and how I know that for a fact
                    all my data that iv used ICloud to Backup Is safe and I don't have to worry. Reliable.
Cons: I can't really say that the
                    iCloud software is the type of software where I have anything bad to say. It does its Job and I
                    believe without it the world would be a different place. I don't ""Not Like"" Anything About It. All
                    positive from me.",4,10-Aug,2-Dec-20
Gabriel N.,"""iCloud is Vital to my File management""
Overall: Extremely useful
                    overall. Very resourceful. Happy to have it as one of my tools. 
Pros: Seamless use between
                    devices. Works great as a backup storage system, particularly for when I'm working from home. 
Cons: The ratio of of price to
                    storage capacity could be better. I've had to upgrade my plan twice despite my use for it not
                    changing much.",5,10-Aug,30-Oct-23
"Bruna
                            B.


Verified LinkedIn User","""Prático e rápido!""
Overall: Não ter que me
                    preocupar em salvar arquivos, fotos e outros documentos em diversas ferramentas de nuvens diferentes
                    ou correr o risco de perder tudo por algum motivo, ajuda muito em meu dia a dia. Em minhas tarefas
                    pessoais ou de trabalho, sempre conto com os recursos do Icloud para seguir tranquila de que tudo
                    sempre estará 100% salvo.
Pros: Além de ser fácil de usar,
                    me impressiona como o Icloud consegue integrar rapidamente as informações ao trocarmos de aparelhos
                    e/ou adquirirmos novos produtos. 
Cons: O que menos gosto no Icloud
                    é a questão do valor, que nem sempre é tão acessível.",3,10-May,24-Aug-22
"César
                            C.


Verified LinkedIn User","""The key piece of the Apple ecosystem""
Overall: In my personal
                    experience with iCloud, I think it is an excellent service if you are part of the Apple ecosystem,
                    because of the good integration it has with the other applications, it seems to me the best cloud
                    storage option. Space expansion prices do not seem exaggerated either. iCloud is a very good
                    service.
Pros: One of the best things that
                    iCloud has is its synchronization, it works really well between devices, the handling of data and
                    documents is safe, which is great. But the best thing about iCloud is its integration with the Apple
                    ecosystem, it is essential for the proper functioning of other IOS applications.
Cons: I don't like the
                    optimization it does on non-Apple devices, it works very slow and many features are lost along the
                    way. The web version of iCloud is very poorly optimized.
Alternatives Considered:
                    Dropbox Business, OneDrive and Google Drive",3,10-Oct,30-Mar-22
"Wendy
                            T.


Verified LinkedIn User","""icloud""
Pros: Most likely if you have an
                    iPhone you will you other apple products! For me, i have an iPhone and MacBook and what I like about
                    Icloud is the ability of information and data to be seamless integrated from products to products.
                    iCloud has never failed me in syncing data from my old iPhone to my upgraded iPhone in the past!
                
Cons: In my experiences with
                    iCloud I don't think I've ever had a disappointing moment. One thing I would point out is that it
                    would ask us to buy more storage once we ran out of place to store our information.",3,10-Jul,25-May-20
Jazmine H.,"""iCloud takes time""
Overall: I know if I just take
                    the time to learn it, I would have a better understanding and I will like it more. Til that time, it
                    is just being used at the minimal capacity.
Pros: I like that it is easy to
                    save pictures and things I want to save and I am able to get it back if anything ever crashes.
                
Cons: It is confusing to use and
                    many times I am not sure what or where I am saving things like music. I can't find it (even though I
                    know it must be there) it is just lost in the cloud. I feel like you need to be a techy in order to
                    fully appreciate how to utilize it to the fullest capabilities.",5,10-Oct,4-Jul-20
"Laila
                            Edelyn Villanueva D.","""icloud fan""
Overall: Fantastic and
                    affordable storage.
Pros: Been using iCloud since
                    2012. This is very helpful, especially in storing a lot of photos, videos, and files. Super great
                    storage of all time. You can have a lot of space on your phone by using iCloud. Great!
Cons: I haven't experienced any
                    difficulty since I started using iCloud.",5,10-Oct,10-Mar-23
Khirod P.,"""best app for managing and syncing data with privacy
                    controls""
Pros: I have been using iCloud
                    for the past few years and it has been an invaluable tool to keep my data synced between all of my
                    devices. I love how easy it is to set up, as well as its privacy features that allow me to control
                    who can use my data and what they can access. It's saved me a lot of headaches in the past.
Cons: not accessible on android
                    and windows devices
Switched From: Google Drive",5,10-Oct,14-Mar-22
Emmanuel O.,"""Good Storage Space""
Pros: I never regretted buying
                    space on iCloud. It has allowed me to keep most of my marketing designs, marketing videos, files, my
                    family memories. I'm not limited when I want to log in to it anytime. And I get my files. When I
                    lost my iPad, I just logged in to my cloud and got all my files back. It's a game-changer. And I can
                    transfer my files to anybody. You won't even notice that your files are kept there. 
Cons: Monthly subscription has
                    been a little issue I have with them, but apart from that I love it real good",5,10-Sep,9-Oct-21
Kimberly C.,"""Love my icloud""
Overall: I've always had very
                    good experience with icloud. 
Pros: I like having everything I
                    need in one app. I can take everything I need wherever with my icloud. 
Cons: I don't like that it's only
                    for apple products.
Switched From: Microsoft Excel
Reasons for Switching to
                        iCloud: To accommodate my needs.",5,10-Aug,9-Feb-22
"Angelique K.


Verified LinkedIn User","""iCloud - easy to use storage and cross-device document
                    saving ""
Overall: Overall I think if
                    you are looking for a place to store your documents, images and information then the iCloud is the
                    perfect place - it’s built to sync really well with all Apple products and is safe and reliable.
                
Pros: The iCloud is absolutely
                    integral to ensuring that files and folders on devices are safely stored online and easily
                    accessible when needed. It gives real peace of mind that even if something happens to your device
                    there is a back-up in the cloud that allows you to set-up your device again with little document or
                    image losses. 
Cons: There is not much to
                    dislike about the iCloud - it’s super easy to use and set up and back-ups happen in the background
                    without you even knowing.",3,10-Sep,7-Oct-22
Melissa R.,"""iCLOUD""
Overall: Great for emails,
                    files and memories. iCloud is like no other app, it's very different and nice.
Pros: iCLOUD lets you store
                    mostly everything and it's a safe place to keep your files, photos and more. Highly recommended.
                
Cons: I love everything about
                    iCloud. Simple, easy, tons of storage space and cool. I will continue to use icloud.",3,10-Sep,2-Sep-23
"Verified Reviewer


Verified LinkedIn User","""Storage & more""
Pros: iCloud is accessible from
                    any device, which is the part that I love the most. If I'm at work and my phone isn't handy, I can
                    log in to my iCloud account online. This is helpful when looking for a specific contact, a photo, a
                    saved note, etc. 
Cons: I dislike that each amount
                    of storage costs more, but I totally understand it. Because I have so many photos and things saved,
                    I needed to upgrade recently to a more expensive plan. This is totally worth it though, because I
                    can store hundreds or thousands of things in the cloud.",3,10-Oct,31-Jan-22
"Verified Reviewer


Verified LinkedIn User","""the best option if you have ios""
Overall: i decided to move
                    from gdrive since i have already two devices with ios and thats imho the point when you decide to
                    use icloud
                    im super happy with it and would not change it for any other option in the market
Pros: icloud is not an app or a
                    service or a client or anything like that in ios
                    it is part of ios so managing your cloud is so simple as managing a local folder of your device
                    it is intelligent enough not to sync your files at full speed and collapse your internet navigation
                    when you are using the device but prefer to do it when the device is sleeping or you are not using
                    it
                    love it
Cons: honestly nothing
                    it is the perfect solution but only if you have ios
                    otherwise take another option like gdrive/dropbox
Switched From: Google Drive
Reasons for Switching to
                        iCloud: ease to sync files from my ios devices",5,10-Oct,10-Feb-21
"Ashfaque S.


Verified LinkedIn User","""Love Seamlessly integration with all of my Apple devices""
                
Overall: Overall, I would
                    highly recommend iCloud to anyone who uses Apple devices and wants an easy and reliable way to store
                    and sync their data across all their devices.
Pros: I have been using iCloud
                    for several years now, and overall, I find it to be a very useful and reliable service.
Cons: The only downside of iCloud
                    is that the free storage capacity is limited to just 5 GB, which can quickly get filled up if you
                    have a lot of photos or other data. However, Apple offers various pricing plans for additional
                    storage, which are reasonably priced.",5,10-Jul,16-Feb-23
Sebastian D.,"""Gran plataforma de gestion de informacion y autogestion""
                
Overall: Ha sido buena hasta
                    que llegué a la capacidad máxima de almacenamiento y aumentar la capacidad significa un costo alto.
                
Pros: Lo fácil que es usarlo.
                    Además de que se puede usar tanto en computador como en teléfono o Tablet.
Cons: Lo que menos me gusta de
                    iCloud es la relación precio capacidad de almacenamiento. Podría ser más económico.",5,10-Oct,19-Jun-23
brauli jose P.,"""I like it a lot because of the security it provides to my
                    files and documents""
Pros: the special thing about it
                    is its security its warning sequence to intruders or people trying to access from another device the
                    ease of use from my own iphone also the low price is what makes icloud the best and even better if I
                    change from iphone to When I enter my email I have all my documents intact without worrying about
                    losing any of them, that makes it even more reliable
Cons: that due to its security if
                    I forget to remove it from my old device or I forget the password it is very difficult to recover it",5,10-Oct,5-Feb-22
"Verified Reviewer


Verified LinkedIn User","""i love iCloud ""
Overall: I love using my
                    iCloud and the cost of updating it is reasonable 
Pros: It is considerably easy to
                    use and safe.
Cons: Sometimes the need for
                    authorization and permissions is annoying but then again it’s needed
Switched From: Google Drive",5,10-Oct,6-Mar-23
Eduardo S.,"""iCloud e sua segurança ""
Overall: Como havia dito, eu
                    com toda certeza confio muito no sistema por conta de sua criptografia, fazendo então eu consumir
                    produtos Apple 
Pros: O que me faz mais amar o
                    iCloud é a segurança que me traz com arquivos, trabalhando com uma das maiores criptografias
Cons: No momento é somente a
                    obrigação em sempre ter que comprar armazenamento.",3,10-Oct,12-Sep-23
"Verified Reviewer


Verified LinkedIn User","""Sync and forget it!""
Overall: I’ve been using
                    apples cloud services since the beginning. I’ve always thought that it’s a great service and I’ve
                    never had anything but positive experiences with it. Even when they upgrade and change things, it’s
                    just getting better and better!
Pros: iCloud is perfect for
                    anyone that has apple products. Apple has done a smashing job of integrating their ecosystem with
                    all of their products. It’s fast and super easy!
Cons: I use too much space and
                    I’m constantly trying reduce the amount of data that I am storing on the cloud. It’s just because I
                    want to reduce my monthly costs.",3,10-Jun,19-Apr-21
"Pauline B.


Verified LinkedIn User","""Tu DOIS avoir iCloud!!""
Overall: J’utilise iCloud pour
                    enregistrer toutes mes informations(contact, photo, vidéo, audio et document )sur le stockage
Pros: Avec iCloud, il n'y a
                    aucune limitation de la taille des fichiers que je télécharge sur le stockage. Changer de téléphone
                    à mon ne pose plus de problème car [CONTENU SENSIBLE] permet de sauvegarder et recopier les fichiers
                    très rapidement à l’aide de l’identifiant apple 
Cons: Lorsque le stockage est
                    plein, il faut payer pour augmenter son espace de stockage… mais ceci est autant avantageux
                    qu’inconvénient",3,10-Oct,12-Nov-22
Temple B.,"""This is the best and I stand behind it........Always!""
                
Overall: Great and cant
                    complain and never have we absolutely love it!
Pros: We have a critical need to
                    make sure there are before and after photos of our jobs and icloud always delivers!
Cons: The is not a negative I can
                    say about icloud other then why isnt there other software programs like this thats simple and
                    affordable!",4,10-Oct,22-Aug-23
"Angelo C.


Verified LinkedIn User","""Works great within the Apple ecosystem""
Pros: iCloud has come a long way
                    on iOS. Finally you have the app files on iOS which allows me to complete tasks on my iPad with
                    easy. Previously I might have preferred my mac for most paper work. But nowadays through iCloud and
                    the other features of iOS I can really move forward fast with my problems on the go or during
                    meetings.

                    My favourite feature: Syncing the Mac desktop and documents folder with my other Apple devices.
                
Cons: iCloud works on all my
                    Apple devices but for non Apple platforms only on Windows with subpar support.",5,10-Jun,2-Nov-18
"Nick
                            K.","""Definitive solution for personal Mac/iOS usage, not
                    suitable for business use""
Pros: Very tight integration with
                    iOS and MacOS devices. Document suite and file storage suitable for personal use and light business
                    use.
Cons: Controls and feature set
                    are definitely designed for personal and family use, which it excels at. For business usage it lacks
                    many of the features required.",5,10-Oct,28-Aug-23
Lianne W.,"""Most secure and reliable cloud storage app you'll ever
                    find""
Pros: I've been using iCloud for
                    years and I can say with 100% certainty the level of security it provides is second-to-none. The
                    ease-of-use, seamless integration with my iOS devices and usefulness of the service are unmatched.
                    And ever since they improved their security updates, I can confidently say that iCloud is the most
                    secure and reliable cloud storage app in the whole world!
Cons: No cons for iCloud. Its
                    secure, never crashing or never causes any problems with my data.",4,10-Jun,2-Nov-22
Rebecca E.,"""Helpful for Apple users""
Overall: My overall experience
                    with using icloud has been very good! I have actually recommended it to family members.
Pros: I love how easy it is to
                    use. When using it on my phone all I need to do is have my phone charging overnight and it will
                    automatically upload all of the new items that I have added to my phone throughout that day.
Cons: I don't like that in order
                    to increase storage space you have to pay a monthly fee. It would be much better for their customers
                    if they increased storage the longer that you are a customer using their product.",4,10-Oct,15-Jun-20
"Max
                            B.


Verified LinkedIn User","""Apple's iCloud is the most stable and user-friendly
                    software for keeping documents in the cloud""
Overall: Overall, iCloud has
                    never let me down in the last 8 years of usage. It works remotely and everywhere you have a stable
                    internet connection. I would recommend it to every Iphone, Ipad or Imac user!
Pros: It takes only minutes to
                    set up an Icloud account that is connected to your iphone or other Apple devices. iCloud works very
                    well for collaboration with others and other devices. 
Cons: The product costs a lot of
                    money in comparison with other products. The only reason I use iCloud is because I only have Apple
                    products. Kinda smart move from them off course.",3,10-Feb,14-Sep-21
"Somi
                            L.","""Difficult to use and expensive ""
Pros: iCloud did become easier to
                    use along the years but I still do not believe that it's the best cloud system out there. I only use
                    it because I have an iphone but even for loyal iphone users, they charge so much for limited space.
                
Cons: The fact that they only
                    allow you a small storage for free, also the fact that it wasn't user-friendly although it did
                    become better over the years. The cloud should really be more generous for iphone users and
                    shouldn't be charging so much for limited space.",3,10-Oct,28-Apr-22
"Shahila A.


Verified LinkedIn User","""Great for keeping personal files""
Overall: All the data on my
                    iPhone can be backup on the icloud, which really a advantage when i am changing my device. I don't
                    have to manually transfer the data from my old phone to the new phone, as all the data is on the
                    cloud.
Pros: I have never afraid of my
                    iPhone running out of space as all my files are stored on this software and it will automatically
                    saving all the media folder that i have choose on the setting.
Cons: There are some issue that
                    people icloud has been breach and data has been leaked. I take it seriously and had adding more
                    security to the account.",3,10-Sep,23-Apr-21
Tehilla K.,"""Great for sharing pictures and videos in large
                    quantities""
Pros: I often use icloud to share
                    pictures and videos from events with my colleagues. It's much easier to share an icloud link than to
                    send them individually
Cons: It would be helpful to
                    integrate icloud with android software so i can share pictures and videos through icloud with
                    android users",5,10-Sep,23-Aug-23
"Eric
                            B.","""Great Cloud Storage, especially for Apple users""
Overall: Any time of
                    file/folder sharing with others is incredibly easy.
Pros: If you're a user of Apple
                    products (Mac, iPhone, iPad, etc.), iCloud is far and away the best, most seamless cloud storage out
                    there for you. Fast, seamless integration, easy to identify which folders you want to sync to the
                    cloud, easy to share folders with others.
Cons: Honestly, I can't think of
                    any negatives, unless you're not an Apple user. In that case, there might be better options out
                    there.
Reasons for Switching to
                        iCloud: More seamless integration with Apple devices.",4,10-Oct,17-Dec-21
"Rita
                            J.","""Can't live without icloud""
Overall: Fantastic, very happy
                    with the experience and seamless interface.
Pros: Keeps everything in on
                    place, easy to store files on mass, images on mass and share images. Can link together all devices
                    via iCloud which makes life easy. 
Cons: Monthly payment seems to
                    jump quite a substantial amount from storage.",5,10-Sep,2-Apr-24
"Atul
                            D.","""ICloud ""
Overall: Great
Pros: Storage management in
                    iCloud is very useful for any organization. 
Cons: Though the setup is bit
                    tedious job.. should be easy for any user..
Alternatives Considered:
                    Amazon S3 and Zoho Desk
Reasons for Choosing
                        iCloud: Have used it earlier..",4,10-May,14-May-22
"Aisha
                            J.","""Great when you pay for it ""
Pros: If you use more than one
                    apple device you will see how great it works across devices. It's almost seamless and the features
                    are great
Cons: The free version does not
                    do it much justice. You don't really see it's potential. It's almost like the plan is to frustrate
                    you into subscribing",5,10-Oct,19-Mar-24
"Ben
                            F.","""A great option for cloud storage ""
Overall: Overall I have had a
                    very positive experience with this software. Very user friendly and provides an easy sense of
                    security. 
Pros: Integration with my
                    business was extremely easy especially since I use other apple products. This is an easy cloud
                    storage option for iphone and mac users because it is seamlessly integrated with apple devices. No
                    need to download a new app or get to know a new software. 
Cons: I have not come across any
                    major issues with this software. It works great for me as is.",3,10-Oct,5-Mar-23
Brandy R.,"""Everything is in the cloud!""
Overall: I really appreciate
                    how efficient iCloud is when it comes to automatically backing up my iPhone. 
Pros: iCloud is a lifesaver when
                    it comes to making sure everything on my phone is back-up and saved. iCloud is inexpensive, if you
                    need to upgrade your storage it costs little to nothing. I really like how everything on my iPhone
                    automatically is saved to the cloud, from my photos, contacts, notes, emails, and etc. 
Cons: The only con I have about
                    iCloud is that if you want to access it, you have to have Internet connection.",3,10-Aug,9-Dec-21
Vinayak S.,"""Cant beat it""
Pros: Whatever Apple produces is
                    just great however it comes with the cost. As all my devices are now Apple so cloud storage comes in
                    very handy, as i dont have to worry about moving and changing devices. If you can afford it then it
                    is great
Cons: Only thing Apple should
                    think about is how much storage one gets should depends on the number of devices not on account
                    basis as the space is limited and with more devices it runs out very quickly. So if you want to use
                    more space then it comes at a great prices",3,10-Oct,6-Apr-22
